dis_img_path,dis_type,ref_img_path,score
CSIQ/dst_imgs/AWGN/1600.AWGN.1.png,AWGN,CSIQ/src_imgs/1600.png,0.061989
CSIQ/dst_imgs/AWGN/1600.AWGN.2.png,AWGN,CSIQ/src_imgs/1600.png,0.20624
CSIQ/dst_imgs/AWGN/1600.AWGN.3.png,AWGN,CSIQ/src_imgs/1600.png,0.26212
CSIQ/dst_imgs/AWGN/1600.AWGN.4.png,AWGN,CSIQ/src_imgs/1600.png,0.37463
CSIQ/dst_imgs/AWGN/1600.AWGN.5.png,AWGN,CSIQ/src_imgs/1600.png,0.46748
CSIQ/dst_imgs/AWGN/aerial_city.AWGN.1.png,AWGN,CSIQ/src_imgs/aerial_city.png,0.031592
CSIQ/dst_imgs/AWGN/aerial_city.AWGN.2.png,AWGN,CSIQ/src_imgs/aerial_city.png,0.12514
CSIQ/dst_imgs/AWGN/aerial_city.AWGN.3.png,AWGN,CSIQ/src_imgs/aerial_city.png,0.24496
CSIQ/dst_imgs/AWGN/aerial_city.AWGN.4.png,AWGN,CSIQ/src_imgs/aerial_city.png,0.37295
CSIQ/dst_imgs/AWGN/aerial_city.AWGN.5.png,AWGN,CSIQ/src_imgs/aerial_city.png,0.50126
CSIQ/dst_imgs/AWGN/boston.AWGN.1.png,AWGN,CSIQ/src_imgs/boston.png,0.029159
CSIQ/dst_imgs/AWGN/boston.AWGN.2.png,AWGN,CSIQ/src_imgs/boston.png,0.081368
CSIQ/dst_imgs/AWGN/boston.AWGN.3.png,AWGN,CSIQ/src_imgs/boston.png,0.2155
CSIQ/dst_imgs/AWGN/boston.AWGN.4.png,AWGN,CSIQ/src_imgs/boston.png,0.38312
CSIQ/dst_imgs/AWGN/boston.AWGN.5.png,AWGN,CSIQ/src_imgs/boston.png,0.47159
CSIQ/dst_imgs/AWGN/bridge.AWGN.1.png,AWGN,CSIQ/src_imgs/bridge.png,0.027782
CSIQ/dst_imgs/AWGN/bridge.AWGN.2.png,AWGN,CSIQ/src_imgs/bridge.png,0.087857
CSIQ/dst_imgs/AWGN/bridge.AWGN.3.png,AWGN,CSIQ/src_imgs/bridge.png,0.25179
CSIQ/dst_imgs/AWGN/bridge.AWGN.4.png,AWGN,CSIQ/src_imgs/bridge.png,0.4087
CSIQ/dst_imgs/AWGN/bridge.AWGN.5.png,AWGN,CSIQ/src_imgs/bridge.png,0.51701
CSIQ/dst_imgs/AWGN/butter_flower.AWGN.1.png,AWGN,CSIQ/src_imgs/butter_flower.png,0.026574
CSIQ/dst_imgs/AWGN/butter_flower.AWGN.2.png,AWGN,CSIQ/src_imgs/butter_flower.png,0.089165
CSIQ/dst_imgs/AWGN/butter_flower.AWGN.3.png,AWGN,CSIQ/src_imgs/butter_flower.png,0.2523
CSIQ/dst_imgs/AWGN/butter_flower.AWGN.4.png,AWGN,CSIQ/src_imgs/butter_flower.png,0.43489
CSIQ/dst_imgs/AWGN/butter_flower.AWGN.5.png,AWGN,CSIQ/src_imgs/butter_flower.png,0.54527
CSIQ/dst_imgs/AWGN/cactus.AWGN.1.png,AWGN,CSIQ/src_imgs/cactus.png,0.10433
CSIQ/dst_imgs/AWGN/cactus.AWGN.2.png,AWGN,CSIQ/src_imgs/cactus.png,0.20571
CSIQ/dst_imgs/AWGN/cactus.AWGN.3.png,AWGN,CSIQ/src_imgs/cactus.png,0.34944
CSIQ/dst_imgs/AWGN/cactus.AWGN.4.png,AWGN,CSIQ/src_imgs/cactus.png,0.43917
CSIQ/dst_imgs/AWGN/cactus.AWGN.5.png,AWGN,CSIQ/src_imgs/cactus.png,0.49839
CSIQ/dst_imgs/AWGN/child_swimming.AWGN.1.png,AWGN,CSIQ/src_imgs/child_swimming.png,0.028457
CSIQ/dst_imgs/AWGN/child_swimming.AWGN.2.png,AWGN,CSIQ/src_imgs/child_swimming.png,0.12021
CSIQ/dst_imgs/AWGN/child_swimming.AWGN.3.png,AWGN,CSIQ/src_imgs/child_swimming.png,0.2716
CSIQ/dst_imgs/AWGN/child_swimming.AWGN.4.png,AWGN,CSIQ/src_imgs/child_swimming.png,0.41269
CSIQ/dst_imgs/AWGN/child_swimming.AWGN.5.png,AWGN,CSIQ/src_imgs/child_swimming.png,0.48856
CSIQ/dst_imgs/AWGN/couple.AWGN.1.png,AWGN,CSIQ/src_imgs/couple.png,0.0055386
CSIQ/dst_imgs/AWGN/couple.AWGN.2.png,AWGN,CSIQ/src_imgs/couple.png,0.10903
CSIQ/dst_imgs/AWGN/couple.AWGN.3.png,AWGN,CSIQ/src_imgs/couple.png,0.20436
CSIQ/dst_imgs/AWGN/couple.AWGN.4.png,AWGN,CSIQ/src_imgs/couple.png,0.32523
CSIQ/dst_imgs/AWGN/couple.AWGN.5.png,AWGN,CSIQ/src_imgs/couple.png,0.46961
CSIQ/dst_imgs/AWGN/elk.AWGN.1.png,AWGN,CSIQ/src_imgs/elk.png,0.03332
CSIQ/dst_imgs/AWGN/elk.AWGN.2.png,AWGN,CSIQ/src_imgs/elk.png,0.065236
CSIQ/dst_imgs/AWGN/elk.AWGN.3.png,AWGN,CSIQ/src_imgs/elk.png,0.1719
CSIQ/dst_imgs/AWGN/elk.AWGN.4.png,AWGN,CSIQ/src_imgs/elk.png,0.23654
CSIQ/dst_imgs/AWGN/elk.AWGN.5.png,AWGN,CSIQ/src_imgs/elk.png,0.35794
CSIQ/dst_imgs/AWGN/family.AWGN.1.png,AWGN,CSIQ/src_imgs/family.png,0.087792
CSIQ/dst_imgs/AWGN/family.AWGN.2.png,AWGN,CSIQ/src_imgs/family.png,0.14968
CSIQ/dst_imgs/AWGN/family.AWGN.3.png,AWGN,CSIQ/src_imgs/family.png,0.27474
CSIQ/dst_imgs/AWGN/family.AWGN.4.png,AWGN,CSIQ/src_imgs/family.png,0.37535
CSIQ/dst_imgs/AWGN/family.AWGN.5.png,AWGN,CSIQ/src_imgs/family.png,0.47959
CSIQ/dst_imgs/AWGN/fisher.AWGN.1.png,AWGN,CSIQ/src_imgs/fisher.png,0.052354
CSIQ/dst_imgs/AWGN/fisher.AWGN.2.png,AWGN,CSIQ/src_imgs/fisher.png,0.13022
CSIQ/dst_imgs/AWGN/fisher.AWGN.3.png,AWGN,CSIQ/src_imgs/fisher.png,0.21647
CSIQ/dst_imgs/AWGN/fisher.AWGN.4.png,AWGN,CSIQ/src_imgs/fisher.png,0.31214
CSIQ/dst_imgs/AWGN/fisher.AWGN.5.png,AWGN,CSIQ/src_imgs/fisher.png,0.44032
CSIQ/dst_imgs/AWGN/foxy.AWGN.1.png,AWGN,CSIQ/src_imgs/foxy.png,0.013529
CSIQ/dst_imgs/AWGN/foxy.AWGN.2.png,AWGN,CSIQ/src_imgs/foxy.png,0.063617
CSIQ/dst_imgs/AWGN/foxy.AWGN.3.png,AWGN,CSIQ/src_imgs/foxy.png,0.13647
CSIQ/dst_imgs/AWGN/foxy.AWGN.4.png,AWGN,CSIQ/src_imgs/foxy.png,0.25045
CSIQ/dst_imgs/AWGN/foxy.AWGN.5.png,AWGN,CSIQ/src_imgs/foxy.png,0.38116
CSIQ/dst_imgs/AWGN/geckos.AWGN.1.png,AWGN,CSIQ/src_imgs/geckos.png,0.028506
CSIQ/dst_imgs/AWGN/geckos.AWGN.2.png,AWGN,CSIQ/src_imgs/geckos.png,0.060272
CSIQ/dst_imgs/AWGN/geckos.AWGN.3.png,AWGN,CSIQ/src_imgs/geckos.png,0.11669
CSIQ/dst_imgs/AWGN/geckos.AWGN.4.png,AWGN,CSIQ/src_imgs/geckos.png,0.20186
CSIQ/dst_imgs/AWGN/geckos.AWGN.5.png,AWGN,CSIQ/src_imgs/geckos.png,0.33619
CSIQ/dst_imgs/AWGN/lady_liberty.AWGN.1.png,AWGN,CSIQ/src_imgs/lady_liberty.png,0.032476
CSIQ/dst_imgs/AWGN/lady_liberty.AWGN.2.png,AWGN,CSIQ/src_imgs/lady_liberty.png,0.15106
CSIQ/dst_imgs/AWGN/lady_liberty.AWGN.3.png,AWGN,CSIQ/src_imgs/lady_liberty.png,0.25461
CSIQ/dst_imgs/AWGN/lady_liberty.AWGN.4.png,AWGN,CSIQ/src_imgs/lady_liberty.png,0.38417
CSIQ/dst_imgs/AWGN/lady_liberty.AWGN.5.png,AWGN,CSIQ/src_imgs/lady_liberty.png,0.48748
CSIQ/dst_imgs/AWGN/lake.AWGN.1.png,AWGN,CSIQ/src_imgs/lake.png,0.02214
CSIQ/dst_imgs/AWGN/lake.AWGN.2.png,AWGN,CSIQ/src_imgs/lake.png,0.13692
CSIQ/dst_imgs/AWGN/lake.AWGN.3.png,AWGN,CSIQ/src_imgs/lake.png,0.2953
CSIQ/dst_imgs/AWGN/lake.AWGN.4.png,AWGN,CSIQ/src_imgs/lake.png,0.43724
CSIQ/dst_imgs/AWGN/lake.AWGN.5.png,AWGN,CSIQ/src_imgs/lake.png,0.53612
CSIQ/dst_imgs/AWGN/log_seaside.AWGN.1.png,AWGN,CSIQ/src_imgs/log_seaside.png,0
CSIQ/dst_imgs/AWGN/log_seaside.AWGN.2.png,AWGN,CSIQ/src_imgs/log_seaside.png,0.056561
CSIQ/dst_imgs/AWGN/log_seaside.AWGN.3.png,AWGN,CSIQ/src_imgs/log_seaside.png,0.13185
CSIQ/dst_imgs/AWGN/log_seaside.AWGN.4.png,AWGN,CSIQ/src_imgs/log_seaside.png,0.26747
CSIQ/dst_imgs/AWGN/log_seaside.AWGN.5.png,AWGN,CSIQ/src_imgs/log_seaside.png,0.44176
CSIQ/dst_imgs/AWGN/monument.AWGN.1.png,AWGN,CSIQ/src_imgs/monument.png,0.012407
