dis_img_path,dis_type,score
CID2013/IS1/co1/IS_I_C01_D01.jpg,Authentic,3.34364303351907
CID2013/IS1/co1/IS_I_C01_D02.jpg,Authentic,71.1818902079248
CID2013/IS1/co1/IS_I_C01_D03.jpg,Authentic,45.581094755566
CID2013/IS1/co1/IS_I_C01_D04.jpg,Authentic,3.60486438564329
CID2013/IS1/co1/IS_I_C01_D05.jpg,Authentic,25.2523542201857
CID2013/IS1/co1/IS_I_C01_D06.jpg,Authentic,20.307932539178
CID2013/IS1/co1/IS_I_C01_D07.jpg,Authentic,9.88964655415763
CID2013/IS1/co1/IS_I_C01_D08.jpg,Authentic,49.0633665821789
CID2013/IS1/co1/IS_I_C01_D09.jpg,Authentic,47.8527634276209
CID2013/IS1/co1/IS_I_C01_D10.jpg,Authentic,52.1761524530069
CID2013/IS1/co1/IS_I_C01_D11.jpg,Authentic,73.5651284538055
CID2013/IS1/co1/IS_I_C01_D12.jpg,Authentic,25.2409277095327
CID2013/IS1/co1/IS_I_C01_D13.jpg,Authentic,60.6821208795548
CID2013/IS1/co1/IS_I_C01_D14.jpg,Authentic,55.712411055437
CID2013/IS1/co2/IS_I_C02_D01.jpg,Authentic,28.5963300104152
CID2013/IS1/co2/IS_I_C02_D02.jpg,Authentic,58.0406571932505
CID2013/IS1/co2/IS_I_C02_D03.jpg,Authentic,28.1809404445844
CID2013/IS1/co2/IS_I_C02_D04.jpg,Authentic,28.0510117821647
CID2013/IS1/co2/IS_I_C02_D05.jpg,Authentic,29.1089158525708
CID2013/IS1/co2/IS_I_C02_D06.jpg,Authentic,18.5525112621487
CID2013/IS1/co2/IS_I_C02_D07.jpg,Authentic,26.3227998643204
CID2013/IS1/co2/IS_I_C02_D08.jpg,Authentic,43.6686393110421
CID2013/IS1/co2/IS_I_C02_D09.jpg,Authentic,53.4522893575262
CID2013/IS1/co2/IS_I_C02_D10.jpg,Authentic,42.3706071978319
CID2013/IS1/co2/IS_I_C02_D11.jpg,Authentic,54.4059477047769
CID2013/IS1/co2/IS_I_C02_D12.jpg,Authentic,20.7370330231321
CID2013/IS1/co2/IS_I_C02_D13.jpg,Authentic,52.8454559662388
CID2013/IS1/co2/IS_I_C02_D14.jpg,Authentic,44.5750487698004
CID2013/IS1/co3/IS_I_C03_D01.jpg,Authentic,16.5277672837329
CID2013/IS1/co3/IS_I_C03_D02.jpg,Authentic,50.8640155872224
CID2013/IS1/co3/IS_I_C03_D03.jpg,Authentic,19.7063506017642
CID2013/IS1/co3/IS_I_C03_D04.jpg,Authentic,7.37052887234148
CID2013/IS1/co3/IS_I_C03_D05.jpg,Authentic,12.7713238361835
CID2013/IS1/co3/IS_I_C03_D06.jpg,Authentic,2.72206538320867
CID2013/IS1/co3/IS_I_C03_D07.jpg,Authentic,12.8549034235037
CID2013/IS1/co3/IS_I_C03_D08.jpg,Authentic,24.0280758492009
CID2013/IS1/co3/IS_I_C03_D09.jpg,Authentic,48.2907808883764
CID2013/IS1/co3/IS_I_C03_D10.jpg,Authentic,29.6478757171602
CID2013/IS1/co3/IS_I_C03_D11.jpg,Authentic,39.2234186317494
CID2013/IS1/co3/IS_I_C03_D12.jpg,Authentic,4.63970974590334
CID2013/IS1/co3/IS_I_C03_D13.jpg,Authentic,45.6829842795049
CID2013/IS1/co3/IS_I_C03_D14.jpg,Authentic,35.8852131975314
CID2013/IS1/co4/IS_I_C04_D01.jpg,Authentic,63.6576024280957
CID2013/IS1/co4/IS_I_C04_D02.jpg,Authentic,75.224933897784
CID2013/IS1/co4/IS_I_C04_D03.jpg,Authentic,74.3549557116498
CID2013/IS1/co4/IS_I_C04_D04.jpg,Authentic,61.8401044747192
CID2013/IS1/co4/IS_I_C04_D05.jpg,Authentic,64.7602825673956
CID2013/IS1/co4/IS_I_C04_D06.jpg,Authentic,54.3121680388636
CID2013/IS1/co4/IS_I_C04_D07.jpg,Authentic,59.8537926823422
CID2013/IS1/co4/IS_I_C04_D08.jpg,Authentic,76.5080688824867
CID2013/IS1/co4/IS_I_C04_D09.jpg,Authentic,66.9807243480754
CID2013/IS1/co4/IS_I_C04_D10.jpg,Authentic,76.656391970091
CID2013/IS1/co4/IS_I_C04_D11.jpg,Authentic,82.9926755592113
CID2013/IS1/co4/IS_I_C04_D12.jpg,Authentic,65.2722382126169
CID2013/IS1/co4/IS_I_C04_D13.jpg,Authentic,77.9055270184643
CID2013/IS1/co4/IS_I_C04_D14.jpg,Authentic,71.3586729028071
CID2013/IS1/co5/IS_I_C05_D01.jpg,Authentic,41.8164505338482
CID2013/IS1/co5/IS_I_C05_D02.jpg,Authentic,68.2454297877895
CID2013/IS1/co5/IS_I_C05_D03.jpg,Authentic,57.5118238216411
CID2013/IS1/co5/IS_I_C05_D04.jpg,Authentic,31.0306613216572
CID2013/IS1/co5/IS_I_C05_D05.jpg,Authentic,56.5838178266775
CID2013/IS1/co5/IS_I_C05_D06.jpg,Authentic,44.8314131861483
CID2013/IS1/co5/IS_I_C05_D07.jpg,Authentic,47.0268835804041
CID2013/IS1/co5/IS_I_C05_D08.jpg,Authentic,68.603696844489
CID2013/IS1/co5/IS_I_C05_D09.jpg,Authentic,73.2834844804756
CID2013/IS1/co5/IS_I_C05_D10.jpg,Authentic,66.239428707289
CID2013/IS1/co5/IS_I_C05_D11.jpg,Authentic,61.2953455803957
CID2013/IS1/co5/IS_I_C05_D12.jpg,Authentic,52.4931447725615
CID2013/IS1/co5/IS_I_C05_D13.jpg,Authentic,79.8848736209052
CID2013/IS1/co5/IS_I_C05_D14.jpg,Authentic,64.8845557863998
CID2013/IS1/co6/IS_I_C06_D01.jpg,Authentic,33.5922726262542
CID2013/IS1/co6/IS_I_C06_D02.jpg,Authentic,59.809107577761
CID2013/IS1/co6/IS_I_C06_D03.jpg,Authentic,39.7090546502252
CID2013/IS1/co6/IS_I_C06_D04.jpg,Authentic,28.5359188467329
CID2013/IS1/co6/IS_I_C06_D05.jpg,Authentic,50.4643941429356
CID2013/IS1/co6/IS_I_C06_D06.jpg,Authentic,74.5770922972024
CID2013/IS1/co6/IS_I_C06_D07.jpg,Authentic,50.8479376278757
CID2013/IS1/co6/IS_I_C06_D08.jpg,Authentic,80.7924755937906
CID2013/IS1/co6/IS_I_C06_D09.jpg,Authentic,82.491815598347
CID2013/IS1/co6/IS_I_C06_D10.jpg,Authentic,78.4209345412666
CID2013/IS1/co6/IS_I_C06_D11.jpg,Authentic,75.444447334117
CID2013/IS1/co6/IS_I_C06_D12.jpg,Authentic,45.5775012545431
CID2013/IS1/co6/IS_I_C06_D13.jpg,Authentic,72.8860241633566
CID2013/IS1/co6/IS_I_C06_D14.jpg,Authentic,58.215148555323
CID2013/IS2/co1/IS_II_C01_D01.jpg,Authentic,1.24245392250965
CID2013/IS2/co1/IS_II_C01_D02.jpg,Authentic,65.7492618835285
CID2013/IS2/co1/IS_II_C01_D03.jpg,Authentic,53.5472013472962
CID2013/IS2/co1/IS_II_C01_D04.jpg,Authentic,10.9057107070453
CID2013/IS2/co1/IS_II_C01_D05.jpg,Authentic,22.2200933470264
