dis_img_path,dis_type,score,score STD,CI LOW,CI HIGH,CI RANGE,QUALITY LEVEL,CLUSTER,TOTAL COMPARISONS,IMAGE,SCENE,ATTRIBUTE,SCENE IDX,CONDITION,DeviceSplit,SceneSplit
PIQ2023/Details/33_Indoor_Scene_0.jpg,image_natural,-3.702848776333557,0.3606125955905438,-4.438902490277838,-3.0966029625945244,1.3422995276833132,0,-1.0,86.0,33_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/2_Indoor_Scene_0.JPG,image_natural,-2.9147958386992823,0.4036156138572375,-3.721170221921155,-2.1783452513738144,1.5428249705473407,0,-1.0,95.0,2_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/44_Indoor_Scene_0.jpg,image_natural,-2.7949807143805927,0.4038033203493626,-3.564729882843072,-2.034851504606417,1.529878378236655,0,-1.0,124.0,44_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/31_Indoor_Scene_0.tiff,image_natural,-2.73067135333586,0.3474590718275224,-3.363312889867279,-2.016440357728827,1.3468725321384525,0,-1.0,119.0,31_Indoor_Scene_0.tiff,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/32_Indoor_Scene_0.jpg,image_natural,-2.464653199635712,0.3545403189944878,-3.1461998842373777,-1.8103003736264949,1.3358995106108829,0,-1.0,126.0,32_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/36_Indoor_Scene_0.jpeg,image_natural,-1.8347865588005807,0.2805132431099581,-2.377749038348091,-1.2572366409984943,1.1205123973495967,1,-1.0,141.0,36_Indoor_Scene_0.jpeg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/29_Indoor_Scene_0.jpg,image_natural,-1.6526099488528407,0.3489144486826697,-2.3951964547012987,-1.0642413349154425,1.3309551197858565,1,-1.0,155.0,29_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/21_Indoor_Scene_0.JPG,image_natural,-1.3944096079441315,0.2587038717527087,-1.890010157959736,-0.9145474671924296,0.975462690767306,1,0.0,153.0,21_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/48_Indoor_Scene_0.jpg,image_natural,-1.4056527419845173,0.4678435682074269,-2.3657715159215247,-0.5342175180583398,1.831553997863185,1,0.0,159.0,48_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/46_Indoor_Scene_0.jpg,image_natural,-1.2646921041681751,0.2760406510323793,-1.7658438493752888,-0.7428265433719133,1.0230173060033754,1,1.0,165.0,46_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/20_Indoor_Scene_0.jpg,image_natural,-1.2314930021303534,0.5532337926395203,-2.256785927487248,-0.2312017941450418,2.0255841333422056,1,1.0,169.0,20_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/10_Indoor_Scene_0.jpg,image_natural,-1.1038489738924997,0.2815311203968196,-1.6525051145340213,-0.4925496962593726,1.1599554182746483,1,2.0,184.0,10_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/66_Indoor_Scene_0.jpg,image_natural,-1.148919383021244,0.6016134886903399,-2.5762926705745466,-0.1588902127573762,2.4174024578171704,1,2.0,182.0,66_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/56_Indoor_Scene_0.jpg,image_natural,-0.8944342647172102,0.3165075845190265,-1.5018793386195797,-0.3119925906534233,1.1898867479661563,2,3.0,152.0,56_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/23_Indoor_Scene_0.jpg,image_natural,-0.7792070953553432,0.3717151253999135,-1.504347204402048,-0.019710940761239,1.484636263640809,2,3.0,163.0,23_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/58_Indoor_Scene_0.jpg,image_natural,-0.8459652658952329,0.3886056196157759,-1.6221107638882235,-0.0800187113172618,1.5420920525709616,2,3.0,164.0,58_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/49_Indoor_Scene_0.jpg,image_natural,-0.8489723145290708,0.5688737806150033,-1.9381811560299136,0.204597040765578,2.142778196795492,2,3.0,182.0,49_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/64_Indoor_Scene_0.jpg,image_natural,-0.7218873678071277,0.3113467839696329,-1.2922156000675709,-0.0841826764116836,1.208032923655887,2,4.0,173.0,64_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/4_Indoor_Scene_0.JPG,image_natural,-0.7045550028746309,0.3786561211324792,-1.4632613259809668,-0.0152785241133507,1.4479828018676162,2,4.0,163.0,4_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/67_Indoor_Scene_0.jpg,image_natural,-0.7022477021780331,0.2817368614476211,-1.2075199401891406,-0.136784197766257,1.0707357424228836,2,4.0,151.0,67_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/60_Indoor_Scene_0.jpg,image_natural,-0.6828938530631082,0.3072623449026933,-1.2867551376640916,-0.0912633721361606,1.195491765527931,2,4.0,156.0,60_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/37_Indoor_Scene_0.jpg,image_natural,-0.6164241696777567,0.326115152117418,-1.254176788370604,0.0140452216153253,1.2682220099859292,2,4.0,167.0,37_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/5_Indoor_Scene_0.jpg,image_natural,-0.6363900036246917,0.6095309883859509,-1.788783739500901,0.4379153269809951,2.226699066481896,2,4.0,217.0,5_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/11_Indoor_Scene_0.JPG,image_natural,-0.5274141399778862,0.3263244788782823,-1.221061309997144,0.097473234940467,1.3185345449376111,2,6.0,186.0,11_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/30_Indoor_Scene_0.jpg,image_natural,-0.489012181445542,0.273542456139149,-1.0852961199026512,0.0609549264477329,1.146251046350384,2,6.0,154.0,30_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/24_Indoor_Scene_0.jpg,image_natural,-0.433468806226634,0.3667143726571423,-1.1345759282211043,0.3375110359436433,1.4720869641647476,2,-1.0,165.0,24_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/70_Indoor_Scene_0.jpg,image_natural,-0.3400716850582955,0.2981250213960593,-0.9063701557993954,0.251669328214445,1.1580394840138404,2,7.0,152.0,70_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/57_Indoor_Scene_0.jpg,image_natural,-0.3354642977840381,0.233148506406429,-0.7995341798563186,0.152679046276648,0.9522132261329666,2,7.0,148.0,57_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/35_Indoor_Scene_0.jpg,image_natural,-0.3404299181000361,0.3311912143573065,-1.0064986672952154,0.280027320995692,1.2865259882909077,2,7.0,155.0,35_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/12_Indoor_Scene_0.jpg,image_natural,-0.2447461722959446,0.3122375230074081,-0.8707027412090108,0.3349297364152887,1.2056324776242997,2,5.0,153.0,12_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/9_Indoor_Scene_0.jpg,image_natural,-0.220191918599464,0.3093596544381066,-0.8528143615025073,0.3955861825973922,1.2484005440998995,2,5.0,180.0,9_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/34_Indoor_Scene_0.jpg,image_natural,-0.31024195961073,0.6035003403116974,-1.4421619736192022,0.9170865282321192,2.3592485018513214,2,7.0,158.0,34_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/69_Indoor_Scene_0.jpg,image_natural,-0.20169744636895,0.3645660739474411,-0.8899284971271701,0.5484075371216092,1.4383360342487794,2,5.0,156.0,69_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/7_Indoor_Scene_0.jpg,image_natural,-0.1294148353221697,0.3432405806946251,-0.7236484867163485,0.5815505585547193,1.3051990452710678,3,9.0,153.0,7_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/41_Indoor_Scene_0.JPG,image_natural,-0.1132207585773118,0.462736814917331,-0.976517165799244,0.7629806703614791,1.739497836160723,3,9.0,186.0,41_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/62_Indoor_Scene_0.jpg,image_natural,-0.0577642904598106,0.3684291041356702,-0.7970765808134525,0.6554942184241599,1.4525707992376122,3,9.0,164.0,62_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/53_Indoor_Scene_0.jpg,image_natural,0.0242157035550008,0.5222100641396331,-1.0093037222919483,1.028755523292374,2.0380592455843223,3,10.0,176.0,53_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/52_Indoor_Scene_0.jpg,image_natural,-0.0551999035370086,0.3772071572654538,-0.8495097718086212,0.641212740259598,1.4907225120682193,3,9.0,152.0,52_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/38_Indoor_Scene_0.jpg,image_natural,0.0336987065660404,0.3278926364909051,-0.6118780837179738,0.7021645355014013,1.314042619219375,3,10.0,152.0,38_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/3_Indoor_Scene_0.JPG,image_natural,0.0204273994515133,0.2885277946268971,-0.5182488495514678,0.6669843841393257,1.1852332336907936,3,10.0,160.0,3_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/47_Indoor_Scene_0.jpg,image_natural,0.1135266179687805,0.3064099989853437,-0.4848590912725874,0.6985473917605347,1.183406483033122,3,11.0,143.0,47_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/71_Indoor_Scene_0.jpg,image_natural,0.1161884839002105,0.3058942690580072,-0.4878782112858189,0.6808859002210127,1.1687641115068317,3,11.0,149.0,71_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/1_Indoor_Scene_0.jpg,image_natural,0.1305690115622735,0.3049256276374159,-0.4443728405047727,0.7842333414442332,1.228606181949006,3,11.0,155.0,1_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/19_Indoor_Scene_0.jpg,image_natural,0.2976427722969187,0.6607376301727539,-0.817515513208642,1.5204292028867892,2.337944716095431,3,12.0,201.0,19_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/54_Indoor_Scene_0.jpg,image_natural,0.1669053831231174,0.3915887245646621,-0.5150731814880142,0.9750074630325694,1.4900806445205834,3,11.0,155.0,54_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/40_Indoor_Scene_0.JPG,image_natural,0.1509635417428324,0.3166382901251857,-0.4192855773560594,0.8096426652132185,1.2289282425692778,3,11.0,152.0,40_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/45_Indoor_Scene_0.jpg,image_natural,0.2410232582808382,0.3774676063548409,-0.4666664605036191,1.023977388137789,1.4906438486414082,3,12.0,165.0,45_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/65_Indoor_Scene_0.jpg,image_natural,0.2754264815230888,0.370820998289505,-0.4539714757615081,0.9838944427019692,1.4378659184634772,3,12.0,155.0,65_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/14_Indoor_Scene_0.jpg,image_natural,0.3636213815663232,0.5706992115989352,-0.690470262144787,1.5949124893000612,2.2853827514448484,3,12.0,194.0,14_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/61_Indoor_Scene_0.jpg,image_natural,0.2863337558582079,0.3859980213020039,-0.4736004322422882,0.9910541339559036,1.4646545661981918,3,12.0,156.0,61_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/63_Indoor_Scene_0.jpg,image_natural,0.4669922725750969,0.5821280271331425,-0.7520225652971063,1.590980283156114,2.3430028484532204,3,8.0,196.0,63_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/6_Indoor_Scene_0.jpg,image_natural,0.5213103463850307,0.4972378304145909,-0.4834258749730675,1.5884789792368086,2.071904854209876,3,8.0,183.0,6_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/42_Indoor_Scene_0.JPG,image_natural,0.5318864637035546,0.3128924982057634,-0.0788670789541789,1.124949056720527,1.203816135674706,3,8.0,171.0,42_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/13_Indoor_Scene_0.jpg,image_natural,0.5926357403211114,0.3519795648249152,-0.1186645355562039,1.300391172174458,1.419055707730662,3,8.0,196.0,13_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/0_Indoor_Scene_0.jpg,image_natural,0.7246177052711309,0.3029363716732159,0.1443653261002825,1.2807709834428171,1.1364056573425347,4,13.0,173.0,0_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/22_Indoor_Scene_0.jpg,image_natural,0.7253615447659998,0.2219071601519749,0.2676780900752959,1.12675399975145,0.859075909676154,4,13.0,165.0,22_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/55_Indoor_Scene_0.jpg,image_natural,0.9241234852605832,0.2967104815420134,0.3666051958997456,1.4678022977751388,1.1011971018753932,4,15.0,197.0,55_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
PIQ2023/Details/51_Indoor_Scene_0.jpg,image_natural,0.9896607419894656,0.4767052287133135,-0.0161232433117607,1.9462903817970367,1.9624136251087985,4,15.0,177.0,51_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Test,Train
PIQ2023/Details/26_Indoor_Scene_0.jpg,image_natural,1.0546367139604835,0.2552342012891459,0.4391207506985772,1.4910939412907616,1.0519731905921843,4,-1.0,173.0,26_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor,Train,Train
