dis_img_path,dis_type,score
LIVE_Challenge/Images/101.bmp,Authentic,66.3595
LIVE_Challenge/Images/102.bmp,Authentic,44.695
LIVE_Challenge/Images/103.bmp,Authentic,39.2346
LIVE_Challenge/Images/104.bmp,Authentic,9.2291
LIVE_Challenge/Images/105.bmp,Authentic,41.3314
LIVE_Challenge/Images/106.bmp,Authentic,68.9221
LIVE_Challenge/Images/107.bmp,Authentic,27.9575
LIVE_Challenge/Images/108.bmp,Authentic,75.3515
LIVE_Challenge/Images/109.bmp,Authentic,50.6379
LIVE_Challenge/Images/10.bmp,Authentic,82.9107
LIVE_Challenge/Images/110.bmp,Authentic,32.1369
LIVE_Challenge/Images/111.bmp,Authentic,51.8415
LIVE_Challenge/Images/112.bmp,Authentic,30.3188
LIVE_Challenge/Images/113.bmp,Authentic,68.2171
LIVE_Challenge/Images/114.bmp,Authentic,24.8711
LIVE_Challenge/Images/115.bmp,Authentic,31.2938
LIVE_Challenge/Images/116.bmp,Authentic,26.0977
LIVE_Challenge/Images/117.bmp,Authentic,70.4327
LIVE_Challenge/Images/118.bmp,Authentic,26.5309
LIVE_Challenge/Images/119.bmp,Authentic,51.3171
LIVE_Challenge/Images/11.bmp,Authentic,60.9473
LIVE_Challenge/Images/120.bmp,Authentic,18.7849
LIVE_Challenge/Images/121.bmp,Authentic,19.75
LIVE_Challenge/Images/122.bmp,Authentic,79.3671
LIVE_Challenge/Images/123.bmp,Authentic,67.2978
LIVE_Challenge/Images/124.bmp,Authentic,70.9946
LIVE_Challenge/Images/125.bmp,Authentic,81.905
LIVE_Challenge/Images/126.bmp,Authentic,52.843
LIVE_Challenge/Images/127.bmp,Authentic,41.4269
LIVE_Challenge/Images/128.bmp,Authentic,48.8137
LIVE_Challenge/Images/129.bmp,Authentic,72.8827
LIVE_Challenge/Images/12.bmp,Authentic,15.8952
LIVE_Challenge/Images/130.bmp,Authentic,86.6087
LIVE_Challenge/Images/131.bmp,Authentic,48.529
LIVE_Challenge/Images/132.bmp,Authentic,73.0259
LIVE_Challenge/Images/133.bmp,Authentic,27.0057
LIVE_Challenge/Images/134.bmp,Authentic,32.309
LIVE_Challenge/Images/135.bmp,Authentic,65.943
LIVE_Challenge/Images/136.bmp,Authentic,67.1632
LIVE_Challenge/Images/137.bmp,Authentic,59.8421
LIVE_Challenge/Images/138.bmp,Authentic,67.587
LIVE_Challenge/Images/139.bmp,Authentic,61.9286
LIVE_Challenge/Images/13.bmp,Authentic,77.4023
LIVE_Challenge/Images/140.bmp,Authentic,77.4583
LIVE_Challenge/Images/141.bmp,Authentic,20.5818
LIVE_Challenge/Images/142.bmp,Authentic,26.4057
LIVE_Challenge/Images/143.bmp,Authentic,61.1495
LIVE_Challenge/Images/144.bmp,Authentic,76.9239
LIVE_Challenge/Images/145.bmp,Authentic,55.5924
LIVE_Challenge/Images/146.bmp,Authentic,34.2112
LIVE_Challenge/Images/147.bmp,Authentic,71.3234
LIVE_Challenge/Images/148.bmp,Authentic,41.9708
LIVE_Challenge/Images/149.bmp,Authentic,72.4574
LIVE_Challenge/Images/14.bmp,Authentic,66.3941
LIVE_Challenge/Images/150.bmp,Authentic,65.7962
LIVE_Challenge/Images/151.bmp,Authentic,55.7792
LIVE_Challenge/Images/152.bmp,Authentic,79.4379
LIVE_Challenge/Images/153.bmp,Authentic,73.0881
LIVE_Challenge/Images/154.bmp,Authentic,11.9771
LIVE_Challenge/Images/155.bmp,Authentic,73.6391
LIVE_Challenge/Images/156.bmp,Authentic,28.5128
LIVE_Challenge/Images/157.bmp,Authentic,17.5192
LIVE_Challenge/Images/158.bmp,Authentic,79.4167
LIVE_Challenge/Images/159.bmp,Authentic,73.8344
LIVE_Challenge/Images/15.bmp,Authentic,56.399
LIVE_Challenge/Images/160.bmp,Authentic,41.3471
LIVE_Challenge/Images/161.bmp,Authentic,8.2468
LIVE_Challenge/Images/162.bmp,Authentic,70.6375
LIVE_Challenge/Images/163.bmp,Authentic,46.3694
LIVE_Challenge/Images/164.bmp,Authentic,80.5
LIVE_Challenge/Images/165.bmp,Authentic,71.8634
LIVE_Challenge/Images/166.bmp,Authentic,49.7958
LIVE_Challenge/Images/167.bmp,Authentic,75.1778
LIVE_Challenge/Images/168.bmp,Authentic,65.4181
LIVE_Challenge/Images/169.bmp,Authentic,30.1092
LIVE_Challenge/Images/16.bmp,Authentic,77.6022
LIVE_Challenge/Images/170.bmp,Authentic,60.288
LIVE_Challenge/Images/171.bmp,Authentic,25.1364
LIVE_Challenge/Images/172.bmp,Authentic,63.0452
LIVE_Challenge/Images/173.bmp,Authentic,74.5407
LIVE_Challenge/Images/174.bmp,Authentic,72.91
LIVE_Challenge/Images/175.bmp,Authentic,74.3648
LIVE_Challenge/Images/176.bmp,Authentic,61.3454
LIVE_Challenge/Images/177.bmp,Authentic,58.4301
LIVE_Challenge/Images/178.bmp,Authentic,53.7024
LIVE_Challenge/Images/179.bmp,Authentic,66.1084
LIVE_Challenge/Images/17.bmp,Authentic,61.462
LIVE_Challenge/Images/180.bmp,Authentic,39.4134
LIVE_Challenge/Images/181.bmp,Authentic,29.1282
LIVE_Challenge/Images/182.bmp,Authentic,52.6313
LIVE_Challenge/Images/183.bmp,Authentic,23.0121
LIVE_Challenge/Images/184.bmp,Authentic,67
LIVE_Challenge/Images/185.bmp,Authentic,56.4699
LIVE_Challenge/Images/186.bmp,Authentic,49.8077
LIVE_Challenge/Images/187.bmp,Authentic,28.712
LIVE_Challenge/Images/188.bmp,Authentic,28.9595
LIVE_Challenge/Images/189.bmp,Authentic,46.0538
LIVE_Challenge/Images/18.bmp,Authentic,64.5519
LIVE_Challenge/Images/190.bmp,Authentic,31.7295
LIVE_Challenge/Images/191.bmp,Authentic,46.4747
LIVE_Challenge/Images/192.bmp,Authentic,35.4835
LIVE_Challenge/Images/193.bmp,Authentic,74.6608
LIVE_Challenge/Images/194.bmp,Authentic,26.6667
LIVE_Challenge/Images/195.bmp,Authentic,69.1841
LIVE_Challenge/Images/196.bmp,Authentic,61.7889
LIVE_Challenge/Images/197.bmp,Authentic,55.4824
LIVE_Challenge/Images/198.bmp,Authentic,78.5172
LIVE_Challenge/Images/199.bmp,Authentic,66.2123
LIVE_Challenge/Images/19.bmp,Authentic,30.936
LIVE_Challenge/Images/200.bmp,Authentic,9.1391
LIVE_Challenge/Images/201.bmp,Authentic,49.5
LIVE_Challenge/Images/202.bmp,Authentic,24.5152
LIVE_Challenge/Images/203.bmp,Authentic,50.9944
LIVE_Challenge/Images/204.bmp,Authentic,75.4817
LIVE_Challenge/Images/205.bmp,Authentic,77.9598
LIVE_Challenge/Images/206.bmp,Authentic,72.5909
LIVE_Challenge/Images/207.bmp,Authentic,43.6686
LIVE_Challenge/Images/208.bmp,Authentic,53.8415
LIVE_Challenge/Images/209.bmp,Authentic,52.2907
LIVE_Challenge/Images/20.bmp,Authentic,76.3854
LIVE_Challenge/Images/210.bmp,Authentic,70.5421
LIVE_Challenge/Images/211.bmp,Authentic,42.686
LIVE_Challenge/Images/212.bmp,Authentic,61.7126
LIVE_Challenge/Images/213.bmp,Authentic,13.1139
LIVE_Challenge/Images/214.bmp,Authentic,73.1111
