dis_img_path,dis_type,score
KonIQ-10k/1024x768/10004473376.jpg,Authentic,3.82857142857143
KonIQ-10k/1024x768/10007357496.jpg,Authentic,3.47916666666667
KonIQ-10k/1024x768/10007903636.jpg,Authentic,3.78125
KonIQ-10k/1024x768/10009096245.jpg,Authentic,3.92660550458716
KonIQ-10k/1024x768/100117038.jpg,Authentic,3.83
KonIQ-10k/1024x768/10012398043.jpg,Authentic,3.33980582524272
KonIQ-10k/1024x768/10013822223.jpg,Authentic,3.58181818181818
KonIQ-10k/1024x768/10014002683.jpg,Authentic,3.4811320754717
KonIQ-10k/1024x768/10017119924.jpg,Authentic,3.42342342342342
KonIQ-10k/1024x768/10020766793.jpg,Authentic,4.08256880733945
KonIQ-10k/1024x768/10020891105.jpg,Authentic,3.13725490196078
KonIQ-10k/1024x768/10022757465.jpg,Authentic,3.67619047619048
KonIQ-10k/1024x768/10022844623.jpg,Authentic,3.2843137254902
KonIQ-10k/1024x768/10027545463.jpg,Authentic,3.74509803921569
KonIQ-10k/1024x768/10027582235.jpg,Authentic,3.82242990654206
KonIQ-10k/1024x768/10029841663.jpg,Authentic,3.46268656716418
KonIQ-10k/1024x768/10031298826.jpg,Authentic,2.87704918032787
KonIQ-10k/1024x768/10031913154.jpg,Authentic,3.48507462686567
KonIQ-10k/1024x768/10039534103.jpg,Authentic,3.69158878504673
KonIQ-10k/1024x768/10041870415.jpg,Authentic,3.45192307692308
KonIQ-10k/1024x768/10043785683.jpg,Authentic,3.56603773584906
KonIQ-10k/1024x768/10047832035.jpg,Authentic,3.65346534653465
KonIQ-10k/1024x768/10048365153.jpg,Authentic,3.07920792079208
KonIQ-10k/1024x768/10050349236.jpg,Authentic,2.20588235294118
KonIQ-10k/1024x768/10058760545.jpg,Authentic,1.62
KonIQ-10k/1024x768/10059344614.jpg,Authentic,3.5
KonIQ-10k/1024x768/10061596254.jpg,Authentic,3.1588785046729
KonIQ-10k/1024x768/10067457634.jpg,Authentic,3.92660550458716
KonIQ-10k/1024x768/10068507976.jpg,Authentic,3.1
KonIQ-10k/1024x768/10068778516.jpg,Authentic,3.68421052631579
KonIQ-10k/1024x768/10069534975.jpg,Authentic,3.67592592592593
KonIQ-10k/1024x768/10071864114.jpg,Authentic,3.74107142857143
KonIQ-10k/1024x768/10075168775.jpg,Authentic,3.72277227722772
KonIQ-10k/1024x768/10077468576.jpg,Authentic,3.66037735849057
KonIQ-10k/1024x768/10077880165.jpg,Authentic,2.19444444444444
KonIQ-10k/1024x768/10079711433.jpg,Authentic,3.12878787878788
KonIQ-10k/1024x768/10082923485.jpg,Authentic,2.95192307692308
KonIQ-10k/1024x768/10086300493.jpg,Authentic,3.51456310679612
KonIQ-10k/1024x768/100882570.jpg,Authentic,3.41414141414141
KonIQ-10k/1024x768/10089027076.jpg,Authentic,1.87037037037037
KonIQ-10k/1024x768/10089177336.jpg,Authentic,3.73267326732673
KonIQ-10k/1024x768/10091520555.jpg,Authentic,2.30188679245283
KonIQ-10k/1024x768/10093057603.jpg,Authentic,3.38235294117647
KonIQ-10k/1024x768/10094235786.jpg,Authentic,3.27
KonIQ-10k/1024x768/10110458216.jpg,Authentic,3.37
KonIQ-10k/1024x768/10111411235.jpg,Authentic,1.69911504424779
KonIQ-10k/1024x768/10113730664.jpg,Authentic,3.47286821705426
KonIQ-10k/1024x768/10115071674.jpg,Authentic,3.73394495412844
KonIQ-10k/1024x768/10118773964.jpg,Authentic,3.03960396039604
KonIQ-10k/1024x768/10121813934.jpg,Authentic,3.35238095238095
KonIQ-10k/1024x768/10125013364.jpg,Authentic,2.19083969465649
KonIQ-10k/1024x768/10126177964.jpg,Authentic,3.59633027522936
KonIQ-10k/1024x768/10126857344.jpg,Authentic,3.51754385964912
KonIQ-10k/1024x768/10130566006.jpg,Authentic,3.68867924528302
KonIQ-10k/1024x768/10131980434.jpg,Authentic,3.19259259259259
KonIQ-10k/1024x768/10133867305.jpg,Authentic,3.19047619047619
KonIQ-10k/1024x768/10134737015.jpg,Authentic,3.00934579439252
KonIQ-10k/1024x768/10140071304.jpg,Authentic,3.27184466019417
KonIQ-10k/1024x768/10147970884.jpg,Authentic,3.81081081081081
KonIQ-10k/1024x768/10153847086.jpg,Authentic,3.1651376146789
KonIQ-10k/1024x768/10154367094.jpg,Authentic,3.58119658119658
KonIQ-10k/1024x768/10154991453.jpg,Authentic,3.57142857142857
KonIQ-10k/1024x768/10155925686.jpg,Authentic,2.97087378640777
KonIQ-10k/1024x768/101601008.jpg,Authentic,3.32
KonIQ-10k/1024x768/10164654253.jpg,Authentic,2.97
KonIQ-10k/1024x768/10164842933.jpg,Authentic,3.83185840707965
KonIQ-10k/1024x768/10169304416.jpg,Authentic,3.97142857142857
KonIQ-10k/1024x768/10173544123.jpg,Authentic,3.34351145038168
KonIQ-10k/1024x768/10177270623.jpg,Authentic,3.30392156862745
KonIQ-10k/1024x768/10177793964.jpg,Authentic,3.4020618556701
KonIQ-10k/1024x768/10178112894.jpg,Authentic,2.5377358490566
KonIQ-10k/1024x768/10178183416.jpg,Authentic,3.74766355140187
KonIQ-10k/1024x768/10178914656.jpg,Authentic,3.50943396226415
KonIQ-10k/1024x768/10183769356.jpg,Authentic,3.6
KonIQ-10k/1024x768/10186643874.jpg,Authentic,2.88095238095238
KonIQ-10k/1024x768/10186680555.jpg,Authentic,3.06730769230769
KonIQ-10k/1024x768/10186832194.jpg,Authentic,3.1980198019802
KonIQ-10k/1024x768/10187102065.jpg,Authentic,2.4392523364486
KonIQ-10k/1024x768/10187522803.jpg,Authentic,3.5
KonIQ-10k/1024x768/10191607755.jpg,Authentic,4
KonIQ-10k/1024x768/10196228605.jpg,Authentic,3.33333333333333
KonIQ-10k/1024x768/10203647273.jpg,Authentic,3.7196261682243
