dis_img_path,dis_type,ref_img_path,score
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,96.8683
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,90.1947
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,68.3884
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,55.0593
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,16.3002
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,93.3151
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,84.0241
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,70.6908
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,50.9056
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,18.463
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,77.5018
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,77.6471
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,68.713
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.0164
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,16.9657
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,61.0287
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,66.136
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,54.3708
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,39.4276
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,10.4106
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,46.9969
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,52.1753
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,35.1571
MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.9761
